Phi[deg],Theta[deg],GainTotal
-100,138,0.398579
-98,138,0.371593
-96,138,0.343699
-94,138,0.315451
-92,138,0.287422
-90,138,0.26018
-88,138,0.234271
-86,138,0.210198
-84,138,0.188403
-82,138,0.169255
-80,138,0.153032
-78,138,0.139921
-76,138,0.130004
-74,138,0.123268
-72,138,0.119598
-70,138,0.118793
-68,138,0.120572
-66,138,0.124586
-64,138,0.13044
-62,138,0.137703
-60,138,0.145928
-58,138,0.154672
-56,138,0.163506
-54,138,0.172035
-52,138,0.179909
-50,138,0.18683
-48,138,0.192562
-46,138,0.196934
-44,138,0.19984
-42,138,0.201238
-40,138,0.201143
-38,138,0.199624
-36,138,0.196793
-34,138,0.192798
-32,138,0.187811
-30,138,0.182022
-28,138,0.175625
-26,138,0.168815
-24,138,0.161776
-22,138,0.154681
-20,138,0.147683
-18,138,0.140918
-16,138,0.134498
-14,138,0.128515
-12,138,0.123044
-10,138,0.11814
-8,138,0.113845
-6,138,0.110188
-4,138,0.10719
-2,138,0.104865
0,138,0.103222
2,138,0.102267
4,138,0.102
6,138,0.10242
8,138,0.103522
10,138,0.105291
12,138,0.107708
14,138,0.110741
16,138,0.114346
18,138,0.118463
20,138,0.123013
22,138,0.127902
24,138,0.133013
26,138,0.138212
28,138,0.143346
30,138,0.148248
32,138,0.152739
34,138,0.156633
36,138,0.159745
38,138,0.161895
40,138,0.162921
42,138,0.162678
44,138,0.161056
46,138,0.157983
48,138,0.153429
50,138,0.14742
52,138,0.140035
54,138,0.131413
56,138,0.121751
58,138,0.111304
60,138,0.100377
62,138,0.0893233
64,138,0.0785314
66,138,0.0684148
68,138,0.0593989
70,138,0.0519069
72,138,0.0463445
74,138,0.0430844
76,138,0.0424518
78,138,0.04471
80,138,0.0500486
82,138,0.0585736
84,138,0.0702998
86,138,0.0851474
88,138,0.102941
90,138,0.123414
92,138,0.146215
94,138,0.170917
96,138,0.197035
98,138,0.22404
100,138,0.251379
102,138,0.278495
104,138,0.304846
106,138,0.32993
108,138,0.353296
110,138,0.374566
112,138,0.393442
114,138,0.409717
116,138,0.423276
118,138,0.434099
120,138,0.442248
122,138,0.447863
124,138,0.451147
126,138,0.45235
128,138,0.45175
130,138,0.449638
132,138,0.446303
134,138,0.442014
136,138,0.437008
138,138,0.431485
140,138,0.425603
142,138,0.419473
144,138,0.413166
146,138,0.406717
148,138,0.400135
150,138,0.393408
152,138,0.38652
154,138,0.379457
156,138,0.372219
158,138,0.364825
160,138,0.357322
162,138,0.349783
164,138,0.342312
166,138,0.335038
168,138,0.328111
170,138,0.321697
172,138,0.315965
174,138,0.311084
176,138,0.307207
178,138,0.304468
180,138,0.302975
-180,140,0.322253
-178,140,0.322391
-176,140,0.323748
-174,140,0.326324
-172,140,0.330085
-170,140,0.33497
-168,140,0.340893
-166,140,0.34775
-164,140,0.355422
-162,140,0.363787
-160,140,0.37272
-158,140,0.382104
-156,140,0.39183
-154,140,0.401801
-152,140,0.411936
-150,140,0.422164
-148,140,0.432428
-146,140,0.442673
-144,140,0.452847
-142,140,0.462895
-140,140,0.472747
-138,140,0.482317
-136,140,0.491497
-134,140,0.500152
-132,140,0.50812
-130,140,0.51521
-128,140,0.52121
-126,140,0.525884
-124,140,0.528991
-122,140,0.530284
-120,140,0.529528
-118,140,0.526512
-116,140,0.521056
-114,140,0.513031
-112,140,0.502363
-110,140,0.489046
-108,140,0.473147
-106,140,0.454808
-104,140,0.434248
-102,140,0.41176
-100,140,0.387703
-98,140,0.362491
-96,140,0.336586
-94,140,0.310475
-92,140,0.28466
-90,140,0.259641
-88,140,0.235894
-86,140,0.213858
-84,140,0.19392
-82,140,0.176402
-80,140,0.161549
-78,140,0.149522
-76,140,0.140397
-74,140,0.13416
-72,140,0.130714
-70,140,0.12988
-68,140,0.131411
-66,140,0.135003
-64,140,0.140304
-62,140,0.146931
-60,140,0.154487
-58,140,0.162572
-56,140,0.170801
-54,140,0.178815
-52,140,0.186291
-50,140,0.192953
-48,140,0.198577
-46,140,0.202997
-44,140,0.206102
-42,140,0.20784
-40,140,0.208211
-38,140,0.207263
-36,140,0.205084
-34,140,0.201798
-32,140,0.197553
-30,140,0.192514
-28,140,0.186855
-26,140,0.180752
-24,140,0.174379
-22,140,0.167895
-20,140,0.161451
-18,140,0.155178
-16,140,0.149191
-14,140,0.143586
-12,140,0.138445
-10,140,0.133829
-8,140,0.129788
-6,140,0.126361
-4,140,0.123573
-2,140,0.121444
0,140,0.119986
2,140,0.119205
4,140,0.119102
6,140,0.119672
8,140,0.120902
10,140,0.122774
12,140,0.125258
14,140,0.128316
16,140,0.131893
18,140,0.135922
20,140,0.140319
22,140,0.144983
24,140,0.149796
26,140,0.154625
28,140,0.15932
30,140,0.163721
32,140,0.16766
34,140,0.170965
36,140,0.173467
38,140,0.175006
40,140,0.175437
42,140,0.174639
44,140,0.172521
46,140,0.169029
48,140,0.164152
50,140,0.157927
52,140,0.150441
54,140,0.141836
56,140,0.132305
58,140,0.122093
60,140,0.111487
62,140,0.100819
64,140,0.0904456
66,140,0.0807475
68,140,0.0721119
70,140,0.0649215
72,140,0.0595411
74,140,0.0563037
76,140,0.0554979
78,140,0.0573559
80,140,0.0620428
82,140,0.069649
84,140,0.0801837
86,140,0.0935727
88,140,0.109658
90,140,0.128202
92,140,0.148892
94,140,0.171355
96,140,0.195162
98,140,0.219851
100,140,0.244937
102,140,0.269933
104,140,0.294366
106,140,0.317793
108,140,0.339816
110,140,0.360097
112,140,0.378366
114,140,0.394429
116,140,0.408169
118,140,0.419544
120,140,0.428588
122,140,0.435395
124,140,0.440114
126,140,0.442937
128,140,0.444081
130,140,0.443776
132,140,0.442253
134,140,0.439732
136,140,0.436411
138,140,0.432461
140,140,0.42802
142,140,0.423194
144,140,0.418057
146,140,0.412658
148,140,0.407022
150,140,0.401164
152,140,0.395092
154,140,0.388816
156,140,0.382359
158,140,0.375757
160,140,0.369065
162,140,0.362364
164,140,0.355754
166,140,0.349355
168,140,0.343302
170,140,0.337742
172,140,0.332823
174,140,0.328692
176,140,0.32548
178,140,0.323303
180,140,0.322253
-180,142,0.338564
-178,142,0.338972
-176,142,0.340454
-174,142,0.34301
-172,142,0.346612
-170,142,0.351208
-168,142,0.356725
-166,142,0.363073
-164,142,0.37015
-162,142,0.377846
-160,142,0.38605
-158,142,0.394654
-156,142,0.403553
-154,142,0.412653
-152,142,0.421867
-150,142,0.431119
-148,142,0.440338
-146,142,0.449457
-144,142,0.458413
-142,142,0.467134
-140,142,0.475544
-138,142,0.48355
-136,142,0.491047
-134,142,0.497909
-132,142,0.503991
-130,142,0.509128
-128,142,0.513143
-126,142,0.515843
-124,142,0.517033
-122,142,0.516521
-120,142,0.514125
-118,142,0.509688
-116,142,0.50308
-114,142,0.494217
-112,142,0.483061
-110,142,0.469631
-108,142,0.454007
-106,142,0.436333
-104,142,0.416814
-102,142,0.395718
-100,142,0.373364
-98,142,0.350118
-96,142,0.326383
-94,142,0.302581
-92,142,0.279149
-90,142,0.256514
-88,142,0.235088
-86,142,0.215246
-84,142,0.19732
-82,142,0.181586
-80,142,0.168254
-78,142,0.15746
-76,142,0.14927
-74,142,0.143669
-72,142,0.140574
-70,142,0.139828
-68,142,0.141219
-66,142,0.144478
-64,142,0.1493
-62,142,0.155349
-60,142,0.162275
-58,142,0.169726
-56,142,0.177359
-54,142,0.184852
-52,142,0.191914
-50,142,0.198291
-48,142,0.203777
-46,142,0.208211
-44,142,0.211485
-42,142,0.213537
-40,142,0.214355
-38,142,0.21397
-36,142,0.212449
-34,142,0.209892
-32,142,0.206424
-30,142,0.202187
-28,142,0.197333
-26,142,0.192021
-24,142,0.186407
-22,142,0.180641
-20,142,0.174863
-18,142,0.169202
-16,142,0.163771
-14,142,0.158669
-12,142,0.153978
-10,142,0.149767
-8,142,0.146091
-6,142,0.142994
-4,142,0.140507
-2,142,0.138654
0,142,0.137447
2,142,0.136895
4,142,0.136995
6,142,0.13774
8,142,0.139112
10,142,0.141087
12,142,0.143628
14,142,0.146688
16,142,0.150206
18,142,0.15411
20,142,0.15831
22,142,0.162704
24,142,0.167173
26,142,0.171587
28,142,0.175804
30,142,0.179672
32,142,0.183037
34,142,0.185741
36,142,0.187636
38,142,0.188578
40,142,0.188447
42,142,0.18714
44,142,0.184587
46,142,0.180751
48,142,0.175636
50,142,0.169287
52,142,0.161798
54,142,0.153309
56,142,0.144005
58,142,0.134116
60,142,0.12391
62,142,0.11369
64,142,0.103781
66,142,0.0945269
68,142,0.0862742
70,142,0.0793642
72,142,0.0741205
74,142,0.0708367
76,142,0.0697662
78,142,0.0711116
80,142,0.0750166
82,142,0.0815585
84,142,0.0907442
86,142,0.102508
88,142,0.116712
90,142,0.133151
92,142,0.151554
94,142,0.171598
96,142,0.192915
98,142,0.215107
100,142,0.237757
102,142,0.260445
104,142,0.282763
106,142,0.304326
108,142,0.324789
110,142,0.343852
112,142,0.361272
114,142,0.376868
116,142,0.390522
118,142,0.402178
120,142,0.411841
122,142,0.419568
124,142,0.425462
126,142,0.429661
128,142,0.432328
130,142,0.433639
132,142,0.433773
134,142,0.432905
136,142,0.431196
138,142,0.428787
140,142,0.425799
142,142,0.422326
144,142,0.418444
146,142,0.414207
148,142,0.409655
150,142,0.404818
152,142,0.399722
154,142,0.394397
156,142,0.388879
158,142,0.383216
160,142,0.377473
162,142,0.371728
164,142,0.366078
166,142,0.360634
168,142,0.355515
170,142,0.350851
172,142,0.346769
174,142,0.343394
176,142,0.34084
178,142,0.339204
180,142,0.338564
-180,144,0.350922
-178,144,0.351547
-176,144,0.353094
-174,144,0.355561
-172,144,0.358926
-170,144,0.363146
-168,144,0.368157
-166,144,0.373885
-164,144,0.38024
-162,144,0.387127
-160,144,0.394448
-158,144,0.402103
-156,144,0.409995
-154,144,0.418034
-152,144,0.426133
-150,144,0.434211
-148,144,0.442193
-146,144,0.450006
-144,144,0.457576
-142,144,0.464827
-140,144,0.471679
-138,144,0.478041
-136,144,0.483812
-134,144,0.488879
-132,144,0.493115
-130,144,0.496384
-128,144,0.498538
-126,144,0.499427
-124,144,0.498898
-122,144,0.496806
-120,144,0.493018
-118,144,0.487421
-116,144,0.479932
-114,144,0.470502
-112,144,0.459125
-110,144,0.445838
-108,144,0.430733
-106,144,0.413948
-104,144,0.395676
-102,144,0.376156
-100,144,0.355669
-98,144,0.334536
-96,144,0.3131
-94,144,0.291726
-92,144,0.270783
-90,144,0.250633
-88,144,0.231623
-86,144,0.21407
-84,144,0.198252
-82,144,0.1844
-80,144,0.172689
-78,144,0.163232
-76,144,0.156081
-74,144,0.151224
-72,144,0.148585
-70,144,0.148031
-68,144,0.149377
-66,144,0.152393
-64,144,0.156815
-62,144,0.162354
-60,144,0.168706
-58,144,0.175564
-56,144,0.182628
-54,144,0.189614
-52,144,0.196263
-50,144,0.202349
-48,144,0.20768
-46,144,0.21211
-44,144,0.21553
-42,144,0.217877
-40,144,0.21913
-38,144,0.219302
-36,144,0.218444
-34,144,0.216635
-32,144,0.213976
-30,144,0.210588
-28,144,0.206603
-26,144,0.202158
-24,144,0.197394
-22,144,0.192448
-20,144,0.187449
-18,144,0.182518
-16,144,0.177766
-14,144,0.173288
-12,144,0.169169
-10,144,0.16548
-8,144,0.162278
-6,144,0.15961
-4,144,0.157512
-2,144,0.156007
0,144,0.155112
2,144,0.154833
4,144,0.155167
6,144,0.156103
8,144,0.157619
10,144,0.159685
12,144,0.162259
14,144,0.165289
16,144,0.16871
18,144,0.172443
20,144,0.176399
22,144,0.180475
24,144,0.184555
26,144,0.188516
28,144,0.192223
30,144,0.195537
32,144,0.198318
34,144,0.200427
36,144,0.201731
38,144,0.202112
40,144,0.201464
42,144,0.19971
44,144,0.196794
46,144,0.192696
48,144,0.187431
50,144,0.181052
52,144,0.173654
54,144,0.165372
56,144,0.15638
58,144,0.146891
60,144,0.137149
62,144,0.127426
64,144,0.118015
66,144,0.109219
68,144,0.101345
70,144,0.0946921
72,144,0.0895437
74,144,0.0861554
76,144,0.0847472
78,144,0.0854948
80,144,0.0885223
82,144,0.0938971
84,144,0.101626
86,144,0.111655
88,144,0.123867
90,144,0.138088
92,144,0.154091
94,144,0.171604
96,144,0.190317
98,144,0.209892
100,144,0.229979
102,144,0.250221
104,144,0.270272
106,144,0.289804
108,144,0.308518
110,144,0.326153
112,144,0.342492
114,144,0.357368
116,144,0.370664
118,144,0.382315
120,144,0.392302
122,144,0.40065
124,144,0.407425
126,144,0.412717
128,144,0.416643
130,144,0.419331
132,144,0.420916
134,144,0.421531
136,144,0.421303
138,144,0.420346
140,144,0.41876
142,144,0.41663
144,144,0.414027
146,144,0.411006
148,144,0.407614
150,144,0.403893
152,144,0.399879
154,144,0.395614
156,144,0.391144
158,144,0.386523
160,144,0.381819
162,144,0.377109
164,144,0.372482
166,144,0.368037
168,144,0.363882
170,144,0.360127
172,144,0.356881
174,144,0.354249
176,144,0.352328
178,144,0.351197
180,144,0.350922
-180,146,0.358445
-178,146,0.359228
-176,146,0.360776
-174,146,0.363087
-172,146,0.366144
-170,146,0.36991
-168,146,0.374333
-166,146,0.379349
-164,146,0.384881
-162,146,0.390849
-160,146,0.397165
-158,146,0.403742
-156,146,0.410491
-154,146,0.417326
-152,146,0.424165
-150,146,0.430928
-148,146,0.43754
-146,146,0.443924
-144,146,0.450005
-142,146,0.455709
-140,146,0.460954
-138,146,0.465655
-136,146,0.469722
-134,146,0.473054
-132,146,0.475546
-130,146,0.477086
-128,146,0.477558
-126,146,0.476847
-124,146,0.474839
-122,146,0.471429
-120,146,0.466525
-118,146,0.460056
-116,146,0.451973
-114,146,0.442259
-112,146,0.430928
-110,146,0.418036
-108,146,0.403676
-106,146,0.387983
-104,146,0.371132
-102,146,0.353335
-100,146,0.334838
-98,146,0.315914
-96,146,0.296854
-94,146,0.277965
-92,146,0.259556
-90,146,0.241927
-88,146,0.225366
-86,146,0.210133
-84,146,0.196458
-82,146,0.184528
-80,146,0.174485
-78,146,0.166421
-76,146,0.160375
-74,146,0.156333
-72,146,0.154229
-70,146,0.153949
-68,146,0.155335
-66,146,0.158192
-64,146,0.162294
-62,146,0.167396
-60,146,0.173237
-58,146,0.179556
-56,146,0.186092
-54,146,0.192601
-52,146,0.198857
-50,146,0.204657
-48,146,0.209834
-46,146,0.21425
-44,146,0.217806
-42,146,0.220436
-40,146,0.222111
-38,146,0.222836
-36,146,0.222643
-34,146,0.221594
-32,146,0.21977
-30,146,0.21727
-28,146,0.214205
-26,146,0.210694
-24,146,0.206859
-22,146,0.202823
-20,146,0.198703
-18,146,0.194611
-16,146,0.190648
-14,146,0.186908
-12,146,0.183472
-10,146,0.180411
-8,146,0.177782
-6,146,0.175633
-4,146,0.174001
-2,146,0.17291
0,146,0.172376
2,146,0.172404
4,146,0.172991
6,146,0.174122
8,146,0.175772
10,146,0.177908
12,146,0.180485
14,146,0.183445
16,146,0.186723
18,146,0.190239
20,146,0.193904
22,146,0.197618
24,146,0.201272
26,146,0.204748
28,146,0.207925
30,146,0.210678
32,146,0.21288
34,146,0.214412
36,146,0.21516
38,146,0.215024
40,146,0.213921
42,146,0.211789
44,146,0.20859
46,146,0.204316
48,146,0.198991
50,146,0.192673
52,146,0.185454
54,146,0.177461
56,146,0.168856
58,146,0.159831
60,146,0.150604
62,146,0.141416
64,146,0.132524
66,146,0.124193
68,146,0.116691
70,146,0.110275
72,146,0.105191
74,146,0.101657
76,146,0.099863
78,146,0.0999602
80,146,0.102056
82,146,0.106209
84,146,0.112429
86,146,0.120673
88,146,0.130847
90,146,0.142808
92,146,0.156371
94,146,0.171311
96,146,0.187373
98,146,0.20428
100,146,0.221739
102,146,0.239455
104,146,0.257139
106,146,0.274515
108,146,0.291328
110,146,0.307354
112,146,0.322403
114,146,0.336321
116,146,0.348997
118,146,0.360357
120,146,0.370366
122,146,0.379026
124,146,0.386366
126,146,0.392443
128,146,0.397333
130,146,0.401123
132,146,0.403909
134,146,0.40579
136,146,0.406861
138,146,0.40721
140,146,0.406919
142,146,0.406061
144,146,0.404696
146,146,0.402881
148,146,0.400664
150,146,0.398089
152,146,0.395201
154,146,0.392046
156,146,0.388675
158,146,0.385144
160,146,0.381519
162,146,0.377874
164,146,0.374288
166,146,0.37085
168,146,0.367651
170,146,0.364786
172,146,0.362347
174,146,0.360421
176,146,0.359086
178,146,0.35841
180,146,0.358445
-180,148,0.36042
-178,148,0.361296
-176,148,0.362782
-174,148,0.364877
-172,148,0.367565
-170,148,0.370815
-168,148,0.374586
-166,148,0.378824
-164,148,0.383464
-162,148,0.388438
-160,148,0.393672
-158,148,0.399087
-156,148,0.404607
-154,148,0.410152
-152,148,0.415647
-150,148,0.421017
-148,148,0.426189
-146,148,0.431091
-144,148,0.435651
-142,148,0.439796
-140,148,0.443452
-138,148,0.446544
-136,148,0.44899
-134,148,0.450708
-132,148,0.451612
-130,148,0.451614
-128,148,0.450627
-126,148,0.448565
-124,148,0.44535
-122,148,0.440909
-120,148,0.435187
-118,148,0.428142
-116,148,0.419756
-114,148,0.410033
-112,148,0.399007
-110,148,0.386741
-108,148,0.37333
-106,148,0.358901
-104,148,0.343609
-102,148,0.327641
-100,148,0.311206
-98,148,0.294534
-96,148,0.27787
-94,148,0.261466
-92,148,0.245573
-90,148,0.23044
-88,148,0.216296
-86,148,0.203354
-84,148,0.191796
-82,148,0.181771
-80,148,0.173393
-78,148,0.16673
-76,148,0.161812
-74,148,0.158622
-72,148,0.157102
-70,148,0.157156
-68,148,0.158649
-66,148,0.161418
-64,148,0.165275
-62,148,0.170012
-60,148,0.175412
-58,148,0.181252
-56,148,0.187314
-54,148,0.193388
-52,148,0.199279
-50,148,0.204815
-48,148,0.209846
-46,148,0.21425
-44,148,0.217935
-42,148,0.220838
-40,148,0.222926
-38,148,0.224194
-36,148,0.224664
-34,148,0.224378
-32,148,0.223401
-30,148,0.221812
-28,148,0.219702
-26,148,0.217173
-24,148,0.214327
-22,148,0.211272
-20,148,0.20811
-18,148,0.204941
-16,148,0.201859
-14,148,0.19895
-12,148,0.196289
-10,148,0.193943
-8,148,0.191968
-6,148,0.19041
-4,148,0.189304
-2,148,0.188675
0,148,0.188537
2,148,0.188895
4,148,0.189741
6,148,0.191062
8,148,0.192829
10,148,0.195008
12,148,0.19755
14,148,0.2004
16,148,0.203491
18,148,0.206745
20,148,0.210078
22,148,0.213393
24,148,0.216592
26,148,0.219566
28,148,0.222206
30,148,0.224402
32,148,0.226046
34,148,0.227034
36,148,0.227272
38,148,0.226679
40,148,0.225189
42,148,0.222757
44,148,0.219358
46,148,0.214996
48,148,0.209699
50,148,0.203526
52,148,0.196566
54,148,0.188935
56,148,0.180779
58,148,0.172269
60,148,0.163596
62,148,0.15497
64,148,0.146613
66,148,0.138752
68,148,0.131616
70,148,0.125426
72,148,0.120388
74,148,0.116689
76,148,0.114491
78,148,0.113922
80,148,0.115076
82,148,0.118005
84,148,0.122721
86,148,0.129194
88,148,0.137351
90,148,0.147079
92,148,0.158232
94,148,0.17063
96,148,0.184067
98,148,0.19832
100,148,0.213152
102,148,0.228324
104,148,0.243597
106,148,0.258743
108,148,0.27355
110,148,0.287827
112,148,0.30141
114,148,0.314161
116,148,0.325974
118,148,0.336773
120,148,0.346513
122,148,0.355174
124,148,0.362763
126,148,0.369305
128,148,0.374845
130,148,0.379438
132,148,0.383147
134,148,0.386039
136,148,0.388183
138,148,0.389645
140,148,0.390488
142,148,0.39077
144,148,0.390545
146,148,0.389863
148,148,0.388768
150,148,0.387307
152,148,0.385524
154,148,0.383466
156,148,0.381183
158,148,0.378731
160,148,0.376171
162,148,0.373568
164,148,0.370995
166,148,0.368526
168,148,0.366239
170,148,0.364212
172,148,0.362522
174,148,0.361239
176,148,0.360427
178,148,0.36014
180,148,0.36042
-180,150,0.356362
-178,150,0.357265
-176,150,0.35863
-174,150,0.360454
-172,150,0.362725
-170,150,0.365418
-168,150,0.368499
-166,150,0.371922
-164,150,0.375637
-162,150,0.379585
-160,150,0.383703
-158,150,0.387927
-156,150,0.392187
-154,150,0.396417
-152,150,0.400549
-150,150,0.404514
-148,150,0.408248
-146,150,0.411684
-144,150,0.414757
-142,150,0.417402
-140,150,0.419555
-138,150,0.421149
-136,150,0.422119
-134,150,0.422397
-132,150,0.421918
-130,150,0.420614
-128,150,0.418424
-126,150,0.415288
-124,150,0.411156
-122,150,0.405984
-120,150,0.399743
-118,150,0.392416
-116,150,0.384007
-114,150,0.374537
-112,150,0.364051
-110,150,0.352616
-108,150,0.340324
-106,150,0.327291
-104,150,0.313654
-102,150,0.299572
-100,150,0.285222
-98,150,0.270795
-96,150,0.256489
-94,150,0.242511
-92,150,0.229062
-90,150,0.216338
-88,150,0.204524
-86,150,0.193785
-84,150,0.184264
-82,150,0.176077
-80,150,0.169309
-78,150,0.164011
-76,150,0.160202
-74,150,0.157865
-72,150,0.156948
-70,150,0.157369
-68,150,0.159018
-66,150,0.161758
-64,150,0.165434
-62,150,0.169874
-60,150,0.174899
-58,150,0.180324
-56,150,0.185968
-54,150,0.191654
-52,150,0.19722
-50,150,0.202517
-48,150,0.207418
-46,150,0.211815
-44,150,0.215627
-42,150,0.218793
-40,150,0.22128
-38,150,0.223077
-36,150,0.224193
-34,150,0.22466
-32,150,0.224525
-30,150,0.22385
-28,150,0.222708
-26,150,0.221181
-24,150,0.219356
-22,150,0.217321
-20,150,0.215166
-18,150,0.212978
-16,150,0.210837
-14,150,0.20882
-12,150,0.206996
-10,150,0.205426
-8,150,0.20416
-6,150,0.203241
-4,150,0.202701
-2,150,0.202563
0,150,0.202838
2,150,0.203531
4,150,0.204633
6,150,0.206128
8,150,0.207989
10,150,0.210179
12,150,0.212651
14,150,0.215352
16,150,0.218216
18,150,0.221172
20,150,0.22414
22,150,0.227033
24,150,0.229761
26,150,0.232228
28,150,0.23434
30,150,0.236001
32,150,0.237119
34,150,0.23761
36,150,0.237396
38,150,0.236414
40,150,0.234614
42,150,0.231964
44,150,0.22845
46,150,0.224083
48,150,0.218896
50,150,0.212946
52,150,0.206315
54,150,0.199108
56,150,0.191453
58,150,0.183498
60,150,0.17541
62,150,0.167365
64,150,0.159554
66,150,0.152168
68,150,0.145399
70,150,0.139432
72,150,0.134442
74,150,0.130584
76,150,0.127995
78,150,0.126783
80,150,0.12703
82,150,0.128783
84,150,0.132057
86,150,0.136833
88,150,0.143058
90,150,0.150648
92,150,0.15949
94,150,0.169444
96,150,0.18035
98,150,0.192032
100,150,0.204304
102,150,0.216974
104,150,0.229851
106,150,0.242751
108,150,0.255498
110,150,0.267934
112,150,0.279919
114,150,0.291331
116,150,0.302074
118,150,0.312071
120,150,0.321272
122,150,0.329643
124,150,0.337174
126,150,0.343867
128,150,0.349742
130,150,0.354828
132,150,0.359162
134,150,0.362787
136,150,0.365747
138,150,0.36809
140,150,0.369861
142,150,0.371106
144,150,0.371866
146,150,0.372184
148,150,0.372101
150,150,0.371657
152,150,0.370896
154,150,0.369859
156,150,0.368595
158,150,0.367153
160,150,0.365587
162,150,0.363955
164,150,0.362317
166,150,0.360738
168,150,0.35928
170,150,0.358007
172,150,0.35698
174,150,0.356256
176,150,0.355885
178,150,0.355909
180,150,0.356362
-180,152,0.346067
-178,152,0.346933
-176,152,0.348122
-174,152,0.349634
-172,152,0.351457
-170,152,0.353572
-168,152,0.355951
-166,152,0.358557
-164,152,0.36135
-162,152,0.364282
-160,152,0.367302
-158,152,0.370355
-156,152,0.373385
-154,152,0.376335
-152,152,0.379147
-150,152,0.381763
-148,152,0.384126
-146,152,0.38618
-144,152,0.387869
-142,152,0.389138
-140,152,0.389932
-138,152,0.3902
-136,152,0.389887
-134,152,0.388944
-132,152,0.387322
-130,152,0.384974
-128,152,0.381859
-126,152,0.37794
-124,152,0.373188
-122,152,0.367582
-120,152,0.361113
-118,152,0.353783
-116,152,0.34561
-114,152,0.336626
-112,152,0.326882
-110,152,0.316445
-108,152,0.305401
-106,152,0.293853
-104,152,0.281919
-102,152,0.269734
-100,152,0.257442
-98,152,0.245199
-96,152,0.233165
-94,152,0.221502
-92,152,0.21037
-90,152,0.19992
-88,152,0.190296
-86,152,0.181624
-84,152,0.174013
-82,152,0.167548
-80,152,0.162293
-78,152,0.158283
-76,152,0.155528
-74,152,0.15401
-72,152,0.153685
-70,152,0.154484
-68,152,0.156314
-66,152,0.159066
-64,152,0.162612
-62,152,0.166814
-60,152,0.171525
-58,152,0.176595
-56,152,0.181875
-54,152,0.187222
-52,152,0.192501
-50,152,0.197587
-48,152,0.202374
-46,152,0.20677
-44,152,0.210703
-42,152,0.214118
-40,152,0.216982
-38,152,0.21928
-36,152,0.221014
-34,152,0.222203
-32,152,0.222883
-30,152,0.223099
-28,152,0.222907
-26,152,0.222372
-24,152,0.221563
-22,152,0.220554
-20,152,0.219417
-18,152,0.218225
-16,152,0.217047
-14,152,0.215948
-12,152,0.214987
-10,152,0.214217
-8,152,0.213683
-6,152,0.213421
-4,152,0.21346
-2,152,0.213818
0,152,0.214506
2,152,0.215525
4,152,0.216867
6,152,0.218514
8,152,0.220439
10,152,0.222609
12,152,0.224978
14,152,0.227497
16,152,0.230105
18,152,0.232737
20,152,0.235321
22,152,0.237782
24,152,0.24004
26,152,0.242013
28,152,0.24362
30,152,0.244782
32,152,0.245424
34,152,0.245476
36,152,0.244878
38,152,0.243583
40,152,0.241552
42,152,0.238766
44,152,0.23522
46,152,0.23093
48,152,0.225929
50,152,0.220271
52,152,0.214029
54,152,0.207296
56,152,0.200183
58,152,0.192815
60,152,0.185333
62,152,0.177885
64,152,0.17063
66,152,0.163727
68,152,0.157333
70,152,0.151603
72,152,0.14668
74,152,0.142694
76,152,0.139757
78,152,0.137963
80,152,0.13738
82,152,0.138052
84,152,0.139997
86,152,0.143206
88,152,0.147644
90,152,0.15325
92,152,0.159941
94,152,0.167613
96,152,0.176144
98,152,0.185402
100,152,0.195241
102,152,0.205514
104,152,0.21607
106,152,0.226763
108,152,0.237452
110,152,0.248009
112,152,0.258314
114,152,0.268264
116,152,0.277773
118,152,0.286769
120,152,0.295197
122,152,0.303019
124,152,0.31021
126,152,0.316759
128,152,0.322667
130,152,0.327942
132,152,0.332603
134,152,0.336671
136,152,0.340174
138,152,0.34314
140,152,0.345601
142,152,0.347589
144,152,0.349136
146,152,0.350275
148,152,0.351039
150,152,0.351463
152,152,0.351583
154,152,0.351437
156,152,0.351066
158,152,0.350512
160,152,0.349821
162,152,0.349041
164,152,0.348222
166,152,0.347414
168,152,0.346669
170,152,0.346036
172,152,0.345564
174,152,0.345295
176,152,0.345269
178,152,0.345518
180,152,0.346067
-180,154,0.329652
-178,154,0.330419
-176,154,0.331389
-174,154,0.332559
-172,154,0.333922
-170,154,0.33546
-168,154,0.337152
-166,154,0.338971
-164,154,0.340883
-162,154,0.342852
-160,154,0.344835
-158,154,0.346791
-156,154,0.348674
-154,154,0.350437
-152,154,0.352033
-150,154,0.353416
-148,154,0.354538
-146,154,0.355354
-144,154,0.355819
-142,154,0.35589
-140,154,0.355523
-138,154,0.354679
-136,154,0.353318
-134,154,0.351405
-132,154,0.348906
-130,154,0.345792
-128,154,0.342039
-126,154,0.337628
-124,154,0.332545
-122,154,0.326788
-120,154,0.32036
-118,154,0.313277
-116,154,0.305566
-114,154,0.297265
-112,154,0.288425
-110,154,0.27911
-108,154,0.269398
-106,154,0.259378
-104,154,0.24915
-102,154,0.238823
-100,154,0.228516
-98,154,0.218351
-96,154,0.208454
-94,154,0.198952
-92,154,0.189965
-90,154,0.181611
-88,154,0.173995
-86,154,0.167213
-84,154,0.161344
-82,154,0.156451
-80,154,0.152576
-78,154,0.149743
-76,154,0.147956
-74,154,0.147195
-72,154,0.147424
-70,154,0.148584
-68,154,0.150601
-66,154,0.153386
